sent_rating,processed_text_KeepStopwords,data
positivo,Eu simplesmente AMO minha Alexa Tudo mudou na minha rotina depois dela Ainda não consegui automatizar o quarto mas se fosse sei que ficaria ainda mais fácil As Skills do sono me ajudaram muito a dormir e eu tenho muita insônia Os sons de chuva e a possibilidade de criar rotinas é ótima Também adoro o bom dia alexa que todo dia diz uma coisa diferente Ajuda também demais a me lembrar de eventos reuniões entregas no trabalho e a fazer listas de compras Nunca mais esqueço nada KKKKK Até porque se não estiver perto dela o celular lembra Comprei um outro Echo Dot para minha mãe e agora nós conversamos por eles Adorei essa função Tem várias outras Skills que adoro As de jogos de contar histórias e piadas e ela sempre entende muito bem as músicas que peço Uma vantagem monstruosa que acho é ela ler o meu kindle Ela abre o livro exatamente onde parei a leitura e lê para mim como um audiobook Incrível simplesmente Ajuda bastante Adoro demais Vou colocar pela casa inteira,2021-05-09 00:00:00
negativo,Eu tinha o Google assistente e troquei para Alexa Estou um pouco desapontado pois ela tem dificuldades para reconhecer os dispositivos que estão em grupo e acendê-los separadamente Estou com chamado junto à engenharia da Amazon para verificar porque isso acontece Vamos ver se conseguem consertar Por exemplo se eu tenho duas lâmpadas que estão no grupo cozinha e peço para a Alexa acender as luzes da cozinha ela pede para confirmar você quis dizer cozinha E eu sou obrigado a dizer sim Porém já descobri que o problema na verdade é que ela identifica o grupo cozinha mas não identifica a palavra luzes como dispositivos dentro do grupo Então se eu pedir para ela acender cozinha ela acende as luzes Só que essa solução funciona porque eu apenas tenho luzes na cozinha Se eu tivesse outros aparelhos que também fossem ligados na Alexa eles com certeza iriam se ligar quando eu pedisse para ativar a cozinha,2020-12-07 00:00:00
negativo,Não comprem essa versão A Echo não escuta o comando Alexa Eu preciso gritar estando a menos de 1 metrô pra ela entender e ouvir meu comando As vezes falo Alexa 5 a 10 vezes pra ela responder Um absurdo Eu tinha a versão anterior e era INFINITAMENTE MELHOR em relação ao reconhecimento da voz Vou devolver e pedir reembolso,2020-12-21 00:00:00
positivo,Trabalho em uma empresa que projeta suportes para a Echo Dot por isso tive acesso ao modelo 4 já desde o lançamento Neste período pude testar bem e comprarar o dispositivo com o modelo 3 anterior O novo design é quase que uma esfera com um corte na base Visualmente os dois dispositivos são bem diferentes o anterior era um disco esse é uma bolinha O primeiro projeto de alto falante esférico que tive contato foi a Harman Kardon Onyx um dispositivo que tinha excelentes graves Acredito que mais que mudar a aparência melhorar os graves tenha sido o principal o objetivo da mudança de design da Echo Dot Será que os graves melhoraram Como é o som da Echo Dot 4?A diferença acabou sendo sutil Pude perceber um pouco de melhora nas batidas ouvindo um Hip Hop como 50 Cent ou Dre mas o som ainda deixa muito a desejar no quesito A caixinha ainda vibra muito pouco e é tímida nos graves Assim como a Dot 3 a Dot 4 é um dispositivo cujo projeto é muito vocal Isso significa que o som é ótimo para a maioria dos sertanejos e músicas POP Em alguns rocks o som fica legal também mas por exemplo quando fui ouvir Dark Necessities do Red Hot achei que faltou pegada para ser fiel ao som do baixo Outra mudança importante é que agora o dispositivo é direcional Isso significa que o som não sai para todas as direções como saia na versão anterior Você aponta a Dot 4 para uma direção e o som espalha em algo próximo de 180 graus ao invés de 360 A mudança só não é bem vinda para quem posicionava a sua Dot 3 no centro do cômodo acredito que eram raros casos e por isso mudaram).No geral considerando o porte da caixa o som é dentro do esperado e comparável por exemplo a uma JBL de mesmo porte Sobre o design eu gostei do formato A iluminação interativa em led mudou da face superior e agora fica próxima da base do dispositivo A mudança trouxe um certo charme para a caixinha Sobre o reconhecimento de voz dá para perceber uma certa melhoria com a adição de mais microfones para captação de voz mas não houve melhorar substancial apenas incremental O software é continuamente aperfeiçoado então fica difícil distinguir o que é melhoria de software do que é melhoria de hardware Uma dica se você treinar o aplicativo com a sua voz o reconhecimento melhora significativamente Basta baixar o APP da Alexa o mesmo que você usa para fazer o passo a passo inicial de configuração e lá você encontra esta opção O maior problema continua sendo a falta de bateria O dispositivo só funciona ligado na tomada A fonte é grandinha e o cabo chama muito mais atenção do que deveria tirando o brilho do dispositivo vide fotos A Echo Dot 4 foi pensada para uso em uma superfície plana como uma mesa ou escrivaninha O som não fica bacana quando a caixinha fica no chão No meu uso diário senti falta principalmente da oferta de suportes para tomada e para embutir no forro do teto que posicionam melhor o dispositivo e escondem a fonte e o cabo Assim como ocorreu com a Echo Dot 3 este problema deve ser resolvido com o tempo,2020-11-16 00:00:00
negativo,Captura da voz ruim tem que chegar bem perto para ela ouvir poucos centímetros A menos de dois metros só falando bem alto Comprei pra comandar aparelhos do sofá e não pra ficar levantando pra falar com ela Não gostei desta parte,2020-11-09 00:00:00
positivo,Novo Echo Dot 4ª Geração cumpre o que promete Seu som está mais limpo e potente e sua capacidade de reconhecimento de fala e execução de tarefas está ainda mais completa Cumpre o prometido tem configuração fácil rápida e intuitiva Se você autorizar a conexão com sua conta no momento da compra seu aplicativo Alexa já vai reconhecer e terminar a configuração do dispositivo no primeiro uso sem qualquer dificuldade De resto é só aproveitar a imensa gama de skills e funcionalidades que o equipamento tem a oferecer O alcance de escuta do microfone é alto e os comandos são entendidos mesmo que sejam ditos em outro cômodo da casa Basta apenas falar de forma clara,2020-11-08 00:00:00
negativo,A mídia não pôde ser carregada Péssimo essa é primeira experiência com dispositivos Echo Estou usando durante 10 dias no início o reconhecimento da palavra de ativação eram bem rápidas e até mesmo falando baixo ela Conseguia captar não fiz nenhum tipo de alteração de configurações ou troquei ela de lugar e ultimamente ela não tem me escutado para que isso aconteça tenho que falar inúmeras vezes ou até mesmo gritar fiz um vídeo e a mesma não ativou só ativou com a auxílio do aperto dos botões produto péssimo não me agradou e minha experiência no início havia sido incrível mas hoje em dia só tem me dado dor de cabeça e frustrações comprei já a 4 achando que seria melhor que a 3 mas pelo visto não foi E olha que tem exatamente 10 dias de uso achei que ela ficaria mais inteligente com o passar do tempo devido a começar a conhecer minhas rotinas mas para usar simplesComando tá complicado o reconhecimento da palavra de ativação!!NÃO RECOMENDO,2020-12-12 00:00:00
negativo,Completamente frustrado paguei tão caro e veio com um microfone tão inferior e o microfone é muito inferior ao da echo dot 3 ele não te ouve decepcionado um preço tão alto e um microfone inferior porém o áudio é ótimo serve mais para tocar musica eu tenho que falar 3 vezes para conseguir ativar ela,2020-11-11 00:00:00
negativo,Ela tem dificuldade para entender quando você fala,2020-11-06 00:00:00
positivo,Apenas dois dias usando já percebi o quanto o som é superior ao terceira geração As respostas também são bem mais rápidas Único probleminha que senti que não melhorou muito nesse modelo foi o microfone as vezes ele tem uma dificuldade de ouvir Nesse quesito acho que o terceira geração se sai melhor Se você preferir qualidade de áudio pra músicas esse é com certeza a melhor opção na faixa até 400 reais,2020-11-07 00:00:00
negativo,O reconhecimento de voz não é dos melhores Poderiam adicionar + 1 microfone ao invés de manter 4 microfones igual ao echo dot 3 às vezes preciso chamá-la 3x pra ela responder,2020-11-09 00:00:00
positivo,Sensacional,2020-11-05 00:00:00
positivo,A mídia não pôde ser carregada Gostei bastante Ainda tem poucos dispositivos smart home mas a experiência tem sido boa Não gostei da forma como são criados perfis de usuários para os demais membros da família Além de terem que entrar com minha conta da Amazon e escolher o perfil deles não permite que eles tenham suas próprias skills e que vinculem seu Spotify as suas contas Se eles mudam o vínculo muda para todos os perfis,2021-01-08 00:00:00
positivo,Tenho a Echo Dor da 3ª geração e essa da 4ª geração compramos para deixar no quarto dos meus filhos o microfone dela não é tão bom quanto da geração anterior tem que chamar ela várias vezes para ela responder já a outra responde de primeira Mas as funcionalidades skills é tudo igual o som não percebi se é melhor pois usamos pouco para ouvir música usamos mais para a automação residencial e assistente pessoal,2021-01-01 00:00:00
positivo,A Echo Dot tem uma qualidade de som bem limitada É razoável para ambientes pequenos e específicos como banheiro Nem em estéreo contorna pelas limitações técnicas Não recomendaria a compra pensando como dispositivo de áudio exclusivo tem melhores pelo mesmo valor A principal vantagem na atual geração é para utilização como dispositivo integrado à automação residencial ainda que muito limitada no Brasil As skills são limitadas na Alexa mesmo sendo a melhor no Brasil O microfone e velocidade de processamento são muito bons na atual geração equipara com a Echo e Studio acima de todas as Echo Show inclusive a nova 10 com ótimo reconhecimento de idiomas misturando inglês e português Ainda assim vejo como a melhor aplicação a porta P2 conectada a alguma caixa de som potente mais antiga A minha Marshall de 6 anos ficou inteligente aliada a uma potência maior que uma Studio lançada 5 anos depois No mais serve para comandos simples de automação residencial Não compraria a Echo Dot se não tivesse dispositivos inteligentes em casa compatíveis com a Alexa ou se fosse pra integrar a uma caixa antiga mais potente para adicionar inteligência de áudio já que tem integração com Spotify e reconhece bem a mistura de idiomas Peca por não ter o Tidal compatível nativo no Brasil As demais aplicações no uso cotidiano ficam inúteis e de segundo poano O Uber e iFood são extremamente limitados Os portais de notícias só são bem atualizadas de noite se for ouvir no café da manhã vai ouvir coisa repetida do dia anterior Horóscopo é bobeira A estimativa de trânsito nem sempre reconhece bem Espero que acrescentem o Tidal no Brasil e melhorem as aplicações atuais De toda forma recomendo a com relogio além de ficar a informação funciona muito bem como decoração no ambiente e também ajuda nas informações de volume timer e clima,2021-04-01 00:00:00
