sent_rating,processed_text_NoStopwords,data
positivo,Echo Dot GRACINHA apaixonada!!Como possuo Echo Show Dot conectou automaticamente wifi conectar tomada pronta uso Show comando reconhecido vídeos YouTube falar Alexa certa distância ativa problemas falha Show Spotify parava funcionar acredito seja problema skill Vale ressaltar usando há 2 semanas Ótima aquisição pro escritório improvisado pandemia,2020-11-17 00:00:00
negativo,Faltam informações compra consumidor precisa informado potência som caixa bateria funcionando tomada deveria existir pleno 2021 viajar contar carro dele encontre tomada ligar som razoável sabemos potência divulgada reconhecimento voz preciso falar dela entender claramente falado estranho produto 400 reais entrar promoção 250 reais entender empresa lucro 250 reais cobra normalmente 400 esperam promoções vale 400 250 sugiro espere boas promoções saiba bateria,2021-07-01 00:00:00
negativo,Atualizando produto :O microfone horrível diferente repetir comandos gritando reclamação recorrente vi internet dispositivo funciona Echo comandos funcionam funcionam gerando estresse suporte Amazon tratou ofereceu respostas automáticas ignorando totalmente tentativas resolver problema Decepcionado arrependido recomendo produto,2021-03-12 00:00:00
positivo,echo dot tinha 3 comprei 4 deixar outro sala conceito total maravilhoso vejo possibilidade listas compras lembrada compromissos acender luzes deles achei q echo 3 compreensão palavras distância superior senti q tinha achado q teria upgrade colocando 4 nele devolvi 3 p q uso acender luzes sonolenta madrugada entende obedece prontamente,2021-04-16 00:00:00
positivo,Usei Google Mini 2 anos troquei Alexa BlackFriday ano positivos skills som sincronia Kindle negativos reconhecimento voz Spotify principalmente bilingue positivos skills constantemente criadas dinamismo aparelho pesquisar interessa torcer pra funcionar qualidade sonora incomparavelmente melhor caixinha pesada sentido livros Kindle pedir Alexa continue leitura pra mim excelente cansado telas negativos dificuldade acionada silêncio reproduzir perceptível saí dispositivo outro grave Spotify muitas músicas playlists solicitar encontrou ridículo pior Google pior pra mim falar idiomas alterar configurações Há nomes comandos entender outro idioma há Google basta pedir outro idioma responder Alexa pra dezembro 2020).As comparações trazem crítica Echo Dot excelente dispositivo dúvidas compra vale pena,2021-01-02 00:00:00
negativo,Echo Dot 4ª geração veio design radical formato achatado formato esférico tornando-a bonita aprovou modelo Entretanto comprar Echo Dot 4ª geração 3ª pude perceber diferença contundente microfones Echo dot 3ª geração possui microfones sensíveis 4ª geração surda preciso chamar atendido Substitui Echo 3ª 4ª geração experiência modelo pensava suma prefiro modelo antigo,2021-01-26 00:00:00
positivo,Produto segue linha Amazon Qualidade som absurda várias opções inclusas time controle inteligente casa sistemas músicas voz acender apagar mudar cor lâmpada pra precisar levantar cama pra apagar luz).Potência qualidade som trunfos produto Realmente bons problema produto realmente fica surda principalmente tocando música volumes altos estando dela acaba escutando comando acontece situações pontuais Geralmente ótima ouvinte produto recomendo pra gosta música pretende colocar dispositivos inteligentes casa Ótimo produto,2021-04-29 00:00:00
positivo,Compramos casa pq mãe gosta ouvir música celular bluetooth rádios q toque cds dela Alexa ótima aquisição pq 63 anos consegue ouvir gosta pedindo controle voz tb tinha dificuldade entender colocar TV aplicativos stream consegue colocar assistir pedindo Alexa 2 Alexas coloquei lâmpada smart funciona perfeitamente Alexa ótima pra casa inteligente idosos dificuldade tecnologia pq controle voz prático pra controles instalação celular Obviamente alguém precisa instalar Alexa celular pra caso mãe instalei mesma mexo,2021-05-08 00:00:00
positivo,apartamento automatizado lâmpadas TV tomadas ar condicionado etc versão Echo Dot suficiente suprir necessidades apartamento lembrando ambiente pequeno 40m2).Deixando corredor importa estamos escritório sala cozinha banheiro ouve precisar gritar falar alto reconhecimento voz incrível som maravilhoso arrependo verdade percebesse essencial casa,2022-02-15 00:00:00
positivo,mídia carregada Comprei principalmente desenvolvimento ações casa inteligente Uso sala qualidade som Escuto música chiado volume ouvir perfeitamente cômodos casa Reconhecimento voz tranquilo rapido precisa ficar gritando atender acústica casa fica sala ajudam nisso tv ligada barulho costuma ouvir perfeitamente problemas palavras pixar entende pizza percebi entonação voz entao geralmente repetir gera pequeno desgaste dei 4 estrelas conheço gerações anteriores echo dot atende super divirto skills jogos super prático despertadores agenda notificações uso casa inteligente comentei explorei aparelho achei ótima compra pretendo investir deixar prático app vira mexe compreende ações fica indisponível problema pixar app celular constantemente indisponível outro incomoda fato cabo carregamento aparelho branco sendo modelo comprei preto cabo poderia mesma cor Echo Dot ficar discreto,2021-08-07 00:00:00
positivo,mídia carregada Produto realmente indispensável dia dia itens inteligentes casa Recomendo compra!Obs Comprei promoção Amazon R$ 150 desconto+Cashback puder aguarde baixar,2021-06-24 00:00:00
negativo,aparelho compra achando descobrir alguma utilidade decepciona rapidamente caixa som legal Começa fica amarrado usuário casa acabam fazendo conta Amazon limitações reconhecer voz pessoa skills Brasil limitados bobos uso Todoist skill dele funciona Brasil apps Resumo 1o dia engraçado 2o engraçadinho 3o ninguém lembra Alexa,2021-01-21 00:00:00
negativo,echo dot escuta quase comparada geração deixa muuuuuuuuuuito desejar melhor utilizar Alexa telefone depender versão Extremamente ruim,2020-12-07 00:00:00
positivo,home theater sincero qualidade alexa sozinha suficiente ambiente alocada Som limpo direcional claro ambientes abertos interferências externas consegue ouvir caso recomendado outro modelo fica surda entende 2 bugou travar esperar destravar sozinha potencial dela preço vale investimento vc quiser aprender línguas super recomendo,2021-08-19 00:00:00
positivo,caixa som fantástica som balanceado volume reconhece comandos voz Preenche sala 20 m² conforto conexão caixa WiFi demora 5 minutos feita aplicativo Alexa evoluir preciso 5 tentativas conexão deu certo conectado precisa diversas intervenções manuais conectar contas apps Spotify adicionar habilidade Enfim usuário leigo complicado alguém entenda precise tentativas acaba dando certo Recomendo,2021-05-11 00:00:00
positivo,Echo Dot som excelente tamanho dela moro sobrado consigo ouvir andar precisar aumentar grave intenso entrega som qualidade considerando faixa preço facilidades Alexa possui muitas descobrindo capaz rotinas tomadas lâmpadas inteligentes facilidade economia atividades casa caixa som encontre mercado melhor colocar Alexa balança Echo Dot desbanca similar,2021-01-23 00:00:00
positivo,reconhecimento comando voz atende linha direta echo dot escritório produto parede curva sair escritório chegar Alexa respondeu necessário falar alto Gostei qualidade som claro devido tamanho caixa destinada realização show Maracanã Tendo mente uso ambiente residencial som qualidade ouvindo volume alto usado pedir informações ouvir notícias músicas usando controle inteligentes casa luminária TV.Estou satisfeito recomendo produto,2021-07-12 00:00:00
positivo,Uso escutar rádios musicas Deezer Spotfy pra atende perfeitamente torna pratico começar escutar pausar regular volume outro cômodo casa consigo pro dispositivo atendido uso timer pra cozinhar pergunto horas coisas básicas usos limitado Perguntei horóscopo signos houve Alexa achar signo Aquário zodíaco dela achou Aries Escorpião Sagitário Aquário resposta pra musica ambiente sendo ótimo detalhe raras fica surda acontece esperar 30 segundos continuar tentando falar ficar gritando situação piora Temperamental atende preciso,2021-04-02 00:00:00
positivo,caixinha bonita rápida arrisco alta 3ª geração Vale pena trocar geração 3ª upgrade acredito vá ficar gosto executam mesmas funções diferença significante fato visual Troquei 3ª geração consegui vender preço aproveitei desconto Black Friday oportunidade ótima Caso contrário acredito teria feito upgrade finalizar satisfeito geração entrega rápida,2020-12-04 00:00:00
positivo,pai deficiente visual comprei pudesse utilizar usado echo dot ouvir notícias principais pedir traduções palavras inglês pesquisas assuntos interessam finalmente podido ouvir músicas convencendo ouvir e-books Produto excelente apesar pequeno ótimo som Pretendo comprar uso pessoal sala,2021-01-02 00:00:00
negativo,Adoro Amazon Kindle Fire TV Echo Dot fiquei decepcionada percebido usando Echo Dot funcionada bateria recarregável cabo tomada decepção tecnologia avançada alimentação energia arcaico informam pessoa correta informação fica expressa nenhum site Tenham transparência pessoal Amazon vou devolver gostei funcionalidades caixinha merecia,2021-06-30 00:00:00
positivo,Gostei echo dot 4.A qualidade som tamanho caixa suficientemente audível apartamento microfones captam voz necessário alterar tom ambiente esteja silencioso assistindo televisão escutando música fica difícil comandar seja voz Alexa entende errado escuta recomendação colocar dispositivo echo saídas áudio seja fácil interação linhas gerais produto excelente adição poucos dispositivos inteligentes consigo controlar quase casa voz iluminação tv ar condicionado limpeza automatizado Recomendo compra,2021-01-31 00:00:00
positivo,contato geração Echo Dot achei qualidade som ouvir musica integração spotify incrivelmente útil controlar musica computador celular comando voz facilmente lâmpadas casa reconhecimento voz sendo rápido Porem achei alexa surda simplesmente ouve fato sendo espionado ótimo produto Obs Consegui deixar surda colocando parede conexão fonte,2021-11-23 00:00:00
positivo,"interação assistente pesquisas resultados bons comparamos concorrente listagem estabelecimento sofrível traz estabelecimentos certos encontrei skill trabalhar localização consegue pedir pra abrir Lista Compra chegar Supermercado exemplo).Tem rede supermercado cidade 400 metros loja peço telefone rota dando detalhes endereço Alexa traz informações loja 1,8 Km endereço existe faça entregar informação consegue identificar distância correta endereço localização dispositivo estando correto automação residencial imbatível informa cão latiu ronquei chamadas qualidade função Home Theater FireTv Stick cadastrar frase pra gatilho rotina",2021-07-10 00:00:00
